,Assignment,DocumentNo,BusA,Type,Tx,PBk,Clrng_doc.,Text,CoCd,Supplier,Account,G/L,Supplier_Name,Pur._Doc.,Doc._Date,Amt_in_loc.cur.,Clearing,Pstng_Date,Column1,Net_due_dt,Arrers,Arrear,Discont,Day1,Day2,Net,Entity,IC,Net_due_d-clearing_d,Paid_T/F,Inv_Type,Pay_term_in_days,Payment_Term_desc,PT_Category,doc_type
100,2024-0849,48533154,,debit,85,,55483230,W04 2024.05.10.,611,601492,601492,162000,Bunse-Aufzüge-GmbH,4503729537.0,08.05.2024,89.42,05.06.2024,14.05.2024,5.2024,07.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
101,2024-1026,48534914,,debit,85,,55483759,W04 2024.05.30 Prüfung am 01/07,611,601492,601492,162000,Bunse-Aufzüge-GmbH,4503739364.0,29.05.2024,311.73,26.06.2024,04.06.2024,6.2024,28.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
102,2024-1027,48535378,,debit,85,,55483759,P02 2024.05.27. - gesperrt,611,601492,601492,162000,Bunse-Aufzüge-GmbH,4503738925.0,27.05.2024,219.27,26.06.2024,06.06.2024,6.2024,26.07.2024,0,-30,False,30,60,0,TKAW,NO,30,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
103,625186,48534846,,debit,85,,55483508,W04 2024.05.30.,611,601523,601523,162000,SCHARR WÄRME GmbH & Co. KG,4503739079.0,29.05.2024,30277.86,18.06.2024,03.06.2024,6.2024,18.06.2024,0,0,True,20,0,0,TKAW,NO,0,True,PO,20,innerhalb von 20 Tagen ohne Abzug,< 30 day,PO Invoices
104,625185,48534847,,debit,85,,55483508,W04 2024.05.30.,611,601523,601523,162000,SCHARR WÄRME GmbH & Co. KG,4503739079.0,28.05.2024,30199.77,18.06.2024,03.06.2024,6.2024,17.06.2024,1,1,True,20,0,0,TKAW,NO,-1,False,PO,20,innerhalb von 20 Tagen ohne Abzug,< 30 day,PO Invoices
106,2471205,370209017,,debit,85,,55483509,F01 2024.06.05.,611,601727,601727,162000,Gehrung GbR,,31.05.2024,61.88,18.06.2024,05.06.2024,6.2024,20.06.2024,-2,-2,True,20,0,0,TKAW,NO,2,True,FI,20,innerhalb von 20 Tagen ohne Abzug,< 30 day,FI Invoices
107,R502110985,48534580,,debit,85,,55483231,M13 2024.05.28,611,601827,601827,162000,Hobart GmbH,4503430745.0,28.05.2024,26.18,05.06.2024,29.05.2024,5.2024,07.06.2024,-2,-2,True,10,0,0,TKAW,NO,2,True,PO,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,PO Invoices
108,R502110984,48534872,,debit,85,,55483231,M13 2024.05.28,611,601827,601827,162000,Hobart GmbH,4503430745.0,28.05.2024,592.98,05.06.2024,03.06.2024,6.2024,07.06.2024,-2,-2,True,10,0,0,TKAW,NO,2,True,PO,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,PO Invoices
109,3153-2024,48536303,,debit,85,,55483650,M13 2024.06.11.,611,601898,601898,162000,Steinbeis-Transferzentrum,4503718682.0,10.06.2024,2243.15,19.06.2024,14.06.2024,6.2024,20.06.2024,-1,-1,True,10,0,0,TKAW,NO,1,True,PO,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,PO Invoices
110,2024-144010/MDEK,48533096,,debit,85,,55483101,*2024-144010/MDEKJ,611,602077,602077,162000,Wachendorff Prozesstechnik,4503715346.0,07.05.2024,2247.67,04.06.2024,13.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
111,2024-144009/MDEK,48533111,,debit,85,,55483101,W04 2024.05.08,611,602077,602077,162000,Wachendorff Prozesstechnik,4503718521.0,07.05.2024,730.66,04.06.2024,13.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
112,RE-202406-70021,96006486,,debit,85,,55483667,V01 2024.06.19,611,602103,602103,162000,Kurschildgen GmbH,4503717174.0,10.06.2024,3782.3,25.06.2024,21.06.2024,6.2024,10.07.2024,0,-16,False,14,30,0,TKAW,NO,15,True,,30,innerhalb von 14 Tagen 2 % Skonto,< 30 day,Assets
113,300569857/150530,370208892,,debit,85,,55483510,F04 2024.05.22.,611,602120,602120,162000,Gebrüder Weiss GmbH,,21.05.2024,1511.3,18.06.2024,28.05.2024,5.2024,20.06.2024,-2,-2,True,30,0,0,TKAW,NO,2,True,FI,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,FI Invoices
114,300568833/150530,370208893,,debit,85,,55483321,F04 2024.05.22.,611,602120,602120,162000,Gebrüder Weiss GmbH,,14.05.2024,2719.15,12.06.2024,28.05.2024,5.2024,13.06.2024,-1,-1,True,30,0,0,TKAW,NO,1,True,FI,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,FI Invoices
115,300571806/150530,370208917,,debit,85,,55483760,F04 2024.05.29.,611,602120,602120,162000,Gebrüder Weiss GmbH,,28.05.2024,886.55,26.06.2024,29.05.2024,5.2024,27.06.2024,-1,-1,True,30,0,0,TKAW,NO,1,True,FI,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,FI Invoices
116,2024-312422/US,48533114,,debit,85,,55483102,W04 2024.05.08,611,602158,602158,162000,Wachendorff Automation,4503724609.0,07.05.2024,599.82,04.06.2024,13.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
117,2024-312439/US,48533463,,debit,85,,55483232,W04 2024.05.08,611,602158,602158,162000,Wachendorff Automation,4503709072.0,08.05.2024,5760.08,05.06.2024,15.05.2024,5.2024,07.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
118,2024-312587/US,48534775,,debit,85,,55483511,W04 2024.05.23,611,602158,602158,162000,Wachendorff Automation,4503703543.0,22.05.2024,8905.01,18.06.2024,31.05.2024,5.2024,21.07.2024,-3,-33,False,30,60,0,TKAW,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
119,2024-312592/FTH,48534776,,debit,85,,55483511,W04 2024.05.23,611,602158,602158,162000,Wachendorff Automation,4503713715.0,23.05.2024,8905.01,18.06.2024,31.05.2024,5.2024,22.07.2024,-4,-34,False,30,60,0,TKAW,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
120,F001145131,48534284,9400.0,debit,85,,55483103,,611,602191,602191,162000,E. Dold & Söhne GmbH & Co. KG,4503733081.0,21.05.2024,1423.98,04.06.2024,24.05.2024,5.2024,20.06.2024,0,-16,False,14,30,0,TKAW,NO,16,True,PO,30,innerhalb von 14 Tagen 2 % Skonto,< 30 day,PO Invoices
121,501001541,48532807,,debit,85,,55483104,P02 2024.05.07,611,602202,602202,162000,Heine Resistors GmbH,4503703884.0,06.05.2024,14112.63,04.06.2024,08.05.2024,5.2024,05.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
122,501001598,48533916,,debit,85,,55483322,P02 2024.05.16,611,602202,602202,162000,Heine Resistors GmbH,4503691868.0,14.05.2024,6087.15,12.06.2024,22.05.2024,5.2024,13.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
123,501001666,48534227,,debit,85,,55483512,,611,602202,602202,162000,Heine Resistors GmbH,4503704016.0,23.05.2024,3790.51,18.06.2024,23.05.2024,5.2024,22.07.2024,-4,-34,False,30,60,0,TKAW,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
124,501001740,48534915,,debit,85,,55483761,,611,602202,602202,162000,Heine Resistors GmbH,4503705146.0,31.05.2024,11662.0,26.06.2024,04.06.2024,6.2024,30.07.2024,-4,-34,False,30,60,0,TKAW,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
125,31628221,370208636,,debit,85,,55483105,EXW F04 2024.05.03.,611,602298,602298,162000,Rolf Benzinger,,03.05.2024,1052.54,04.06.2024,06.05.2024,5.2024,02.06.2024,-1,-1,True,30,0,0,TKAW,NO,-2,False,FI,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,FI Invoices
126,31628843,370208735,,debit,85,,55483323,EXW F04 2024.05.09.,611,602298,602298,162000,Rolf Benzinger,,09.05.2024,956.46,12.06.2024,13.05.2024,5.2024,08.06.2024,0,0,True,30,0,0,TKAW,NO,-4,False,FI,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,FI Invoices
127,31628842,370208736,,debit,85,,55483323,EXW F04 2024.05.09.,611,602298,602298,162000,Rolf Benzinger,,09.05.2024,939.78,12.06.2024,13.05.2024,5.2024,08.06.2024,0,0,True,30,0,0,TKAW,NO,-4,False,FI,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,FI Invoices
128,31628505,370208770,,debit,85,,55483323,F04 2024.05.07.,611,602298,602298,162000,Rolf Benzinger,,07.05.2024,580.61,12.06.2024,14.05.2024,5.2024,06.06.2024,-1,-1,True,30,0,0,TKAW,NO,-6,False,FI,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,FI Invoices
129,31629562,370208806,,debit,85,,55483323,EXW F04 2024.05.17.,611,602298,602298,162000,Rolf Benzinger,,17.05.2024,769.3,12.06.2024,17.05.2024,5.2024,16.06.2024,-4,-4,True,30,0,0,TKAW,NO,4,True,FI,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,FI Invoices
130,31629735,370208822,,debit,85,,55483513,F04 2024.05.21.,611,602298,602298,162000,Rolf Benzinger,,19.05.2024,700.74,18.06.2024,21.05.2024,5.2024,18.06.2024,0,0,True,30,0,0,TKAW,NO,0,True,FI,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,FI Invoices
131,31629734,370208832,,debit,85,,55483513,EXW F04 2024.05.21.,611,602298,602298,162000,Rolf Benzinger,,19.05.2024,627.86,18.06.2024,22.05.2024,5.2024,18.06.2024,0,0,True,30,0,0,TKAW,NO,0,True,FI,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,FI Invoices
132,31630041,370208858,,debit,85,,55483668,EXW F04 2024.05.24.,611,602298,602298,162000,Rolf Benzinger,,24.05.2024,528.73,25.06.2024,24.05.2024,5.2024,23.06.2024,2,2,True,30,0,0,TKAW,NO,-2,False,FI,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,FI Invoices
133,31630139,370208880,,debit,85,,55483668,F04 2024.05.27.,611,602298,602298,162000,Rolf Benzinger,,25.05.2024,652.56,25.06.2024,27.05.2024,5.2024,24.06.2024,1,1,True,30,0,0,TKAW,NO,-1,False,FI,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,FI Invoices
134,31630745,370209004,,debit,85,,55483762,F04 2024.06.03.,611,602298,602298,162000,Rolf Benzinger,,01.06.2024,1218.35,26.06.2024,05.06.2024,6.2024,01.07.2024,-5,-5,True,30,0,0,TKAW,NO,5,True,FI,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,FI Invoices
135,2024241491,48534650,,debit,85,,55483233,,611,602310,602310,162000,Schmidt Edelstahl GmbH,4503735934.0,23.05.2024,11700.5,05.06.2024,29.05.2024,5.2024,22.06.2024,0,-20,False,10,30,0,TKAW,NO,17,True,PO,30,innerhalb von 10 Tagen 1 % Skonto,< 30 day,PO Invoices
136,2024241619,48535333,,debit,85,,55483324,,611,602310,602310,162000,Schmidt Edelstahl GmbH,4503731731.0,04.06.2024,686.63,12.06.2024,06.06.2024,6.2024,04.07.2024,-2,-22,False,10,30,0,TKAW,NO,22,True,PO,30,innerhalb von 10 Tagen 1 % Skonto,< 30 day,PO Invoices
137,2024241725,48535969,,debit,85,,55483514,W04 2024.06.12.,611,602310,602310,162000,Schmidt Edelstahl GmbH,4503744626.0,12.06.2024,4099.82,18.06.2024,13.06.2024,6.2024,12.07.2024,-4,-24,False,10,30,0,TKAW,NO,24,True,PO,30,innerhalb von 10 Tagen 1 % Skonto,< 30 day,PO Invoices
138,2024241767,48536451,,debit,85,,55483669,W04 2024.06.14.,611,602310,602310,162000,Schmidt Edelstahl GmbH,4503744196.0,14.06.2024,6468.41,25.06.2024,19.06.2024,6.2024,14.07.2024,0,-20,False,10,30,0,TKAW,NO,19,True,PO,30,innerhalb von 10 Tagen 1 % Skonto,< 30 day,PO Invoices
139,27908,48536320,,debit,85,,55483515,R02 2024.06.14 TKAW,611,602400,602400,162000,Alfred Kuehmichel GmbH & Co.KG,4503739600.0,12.06.2024,470.1,18.06.2024,14.06.2024,6.2024,22.06.2024,-4,-4,True,10,0,0,TKAW,NO,4,True,PO,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,PO Invoices
140,0504434101,48532771,,debit,85,,55483106,,611,602464,602464,162000,Sachsen Guss GmbH,4503656478.0,06.05.2024,14888.9,04.06.2024,07.05.2024,5.2024,05.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
141,0504434167,48532773,,debit,85,,55483106,,611,602464,602464,162000,Sachsen Guss GmbH,4503656479.0,07.05.2024,17370.38,04.06.2024,08.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
142,0504434169,48532774,,debit,85,,55483106,,611,602464,602464,162000,Sachsen Guss GmbH,4503658198.0,07.05.2024,13726.71,04.06.2024,08.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
143,0504434166,48532775,,debit,85,,55483106,,611,602464,602464,162000,Sachsen Guss GmbH,4503656478.0,07.05.2024,7444.45,04.06.2024,08.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
144,0504434105,48532776,,debit,85,,55483106,,611,602464,602464,162000,Sachsen Guss GmbH,4503688156.0,06.05.2024,3768.18,04.06.2024,08.05.2024,5.2024,05.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
145,0504434171,48532777,,debit,85,,55483106,,611,602464,602464,162000,Sachsen Guss GmbH,4503658214.0,07.05.2024,3585.4,04.06.2024,08.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
146,0504434106,48532778,,debit,85,,55483106,,611,602464,602464,162000,Sachsen Guss GmbH,4503697009.0,06.05.2024,3007.0,04.06.2024,08.05.2024,5.2024,05.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
147,0504434104,48532779,,debit,85,,55483106,,611,602464,602464,162000,Sachsen Guss GmbH,4503667599.0,06.05.2024,2113.71,04.06.2024,08.05.2024,5.2024,05.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
148,0504434102,48532828,,debit,85,,55483106,P01 2024.05.08.,611,602464,602464,162000,Sachsen Guss GmbH,4503658197.0,06.05.2024,11765.74,04.06.2024,08.05.2024,5.2024,05.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
149,0504434100,48532829,,debit,85,,55483106,P01 2024.05.08.,611,602464,602464,162000,Sachsen Guss GmbH,4503655920.0,06.05.2024,13049.25,04.06.2024,08.05.2024,5.2024,05.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
150,0504434170,48532830,,debit,85,,55483106,P01 2024.05.08.,611,602464,602464,162000,Sachsen Guss GmbH,4503658199.0,07.05.2024,9804.79,04.06.2024,08.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
151,0504434103,48532832,,debit,85,,55483106,P01 2024.05.08.,611,602464,602464,162000,Sachsen Guss GmbH,4503658214.0,06.05.2024,8963.48,04.06.2024,08.05.2024,5.2024,05.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
152,0504434168,48532833,,debit,85,,55483106,P01 2024.05.08.,611,602464,602464,162000,Sachsen Guss GmbH,4503658197.0,07.05.2024,1960.95,04.06.2024,08.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
153,0504434165,48532834,,debit,85,,55483106,P01 2024.05.08.,611,602464,602464,162000,Sachsen Guss GmbH,4503655922.0,07.05.2024,13049.25,04.06.2024,08.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
154,0504434349,48533365,,debit,85,,55483325,,611,602464,602464,162000,Sachsen Guss GmbH,4503715149.0,14.05.2024,4156.43,12.06.2024,15.05.2024,5.2024,13.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
155,0504434348,48533366,,debit,85,,55483325,,611,602464,602464,162000,Sachsen Guss GmbH,4503714174.0,14.05.2024,2486.1,12.06.2024,15.05.2024,5.2024,13.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
156,0504434347,48533541,,debit,85,,55483325,P01 2024.05.15.,611,602464,602464,162000,Sachsen Guss GmbH,4503704009.0,14.05.2024,10652.34,12.06.2024,16.05.2024,5.2024,13.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
157,0504434345,48533542,,debit,85,,55483325,P01 2024.05.15.,611,602464,602464,162000,Sachsen Guss GmbH,4503658215.0,14.05.2024,16134.27,12.06.2024,16.05.2024,5.2024,13.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
158,0504434344,48533543,,debit,85,,55483325,P01 2024.05.15.,611,602464,602464,162000,Sachsen Guss GmbH,4503656479.0,14.05.2024,7444.45,12.06.2024,16.05.2024,5.2024,13.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
159,0504434358,48533552,,debit,85,,55483325,P01 2024.05.16.,611,602464,602464,162000,Sachsen Guss GmbH,4503656480.0,14.05.2024,24814.83,12.06.2024,16.05.2024,5.2024,13.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
160,0504434343,48533982,,debit,85,,55483325,P01 2024.05.15.,611,602464,602464,162000,Sachsen Guss GmbH,4503655024.0,14.05.2024,10109.91,12.06.2024,22.05.2024,5.2024,13.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
161,0504434346,48533983,,debit,85,,55483325,P01 2024.05.15.,611,602464,602464,162000,Sachsen Guss GmbH,4503694604.0,14.05.2024,13438.74,12.06.2024,22.05.2024,5.2024,13.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
162,0504434537,48534072,,debit,85,,55483516,,611,602464,602464,162000,Sachsen Guss GmbH,4503706940.0,21.05.2024,9653.43,18.06.2024,22.05.2024,5.2024,20.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
163,0504434359,48534119,,debit,85,,55483325,P01 2024.05.16.,611,602464,602464,162000,Sachsen Guss GmbH,4503706940.0,14.05.2024,28960.29,12.06.2024,23.05.2024,5.2024,13.07.2024,-1,-31,False,30,60,0,TKAW,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
164,0504434534,48534166,,debit,85,,55483516,P01 2024.05.22.,611,602464,602464,162000,Sachsen Guss GmbH,4503697275.0,21.05.2024,7098.89,18.06.2024,23.05.2024,5.2024,20.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
165,0504434757,48534441,,debit,85,,55483763,P01 2024.05.28.,611,602464,602464,162000,Sachsen Guss GmbH,4503707220.0,27.05.2024,16236.48,26.06.2024,28.05.2024,5.2024,26.07.2024,0,-30,False,30,60,0,TKAW,NO,30,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
166,0504434758,48534442,,debit,85,,55483763,P01 2024.05.28.,611,602464,602464,162000,Sachsen Guss GmbH,4503701546.0,27.05.2024,10194.17,26.06.2024,28.05.2024,5.2024,26.07.2024,0,-30,False,30,60,0,TKAW,NO,30,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
169,0504434755,48534833,,debit,85,,55483763,P01 2024.05.28.,611,602464,602464,162000,Sachsen Guss GmbH,4503656484.0,27.05.2024,24814.83,26.06.2024,03.06.2024,6.2024,26.07.2024,0,-30,False,30,60,0,TKAW,NO,30,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
170,0504434535,48534903,,debit,85,,55483516,P01 2024.05.22.,611,602464,602464,162000,Sachsen Guss GmbH,4503700959.0,21.05.2024,9685.92,18.06.2024,04.06.2024,6.2024,20.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
171,0504434632,48534904,,debit,85,,55483516,P01 2024.05.28.,611,602464,602464,162000,Sachsen Guss GmbH,4503699522.0,23.05.2024,6833.48,18.06.2024,04.06.2024,6.2024,22.07.2024,-4,-34,False,30,60,0,TKAW,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
172,0504434631,48534905,,debit,85,,55483516,P01 2024.05.28.,611,602464,602464,162000,Sachsen Guss GmbH,4503694606.0,23.05.2024,12318.84,18.06.2024,04.06.2024,6.2024,22.07.2024,-4,-34,False,30,60,0,TKAW,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
173,0504434756,48534906,,debit,85,,55483763,P01 2024.05.28.,611,602464,602464,162000,Sachsen Guss GmbH,4503700961.0,27.05.2024,9282.35,26.06.2024,04.06.2024,6.2024,26.07.2024,0,-30,False,30,60,0,TKAW,NO,30,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
174,0504434538,48534907,,debit,85,,55483516,P01 2024.05.22.,611,602464,602464,162000,Sachsen Guss GmbH,4503706945.0,21.05.2024,6898.41,18.06.2024,04.06.2024,6.2024,20.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
175,0504434536,48534908,,debit,85,,55483516,P01 2024.05.22.,611,602464,602464,162000,Sachsen Guss GmbH,4503700247.0,21.05.2024,7398.02,18.06.2024,04.06.2024,6.2024,20.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
176,0504434629,48534909,,debit,85,,55483516,P01 2024.05.28.,611,602464,602464,162000,Sachsen Guss GmbH,4503656481.0,23.05.2024,24814.83,18.06.2024,04.06.2024,6.2024,22.07.2024,-4,-34,False,30,60,0,TKAW,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
177,0504434630,48534910,,debit,85,,55483516,P01 2024.05.28.,611,602464,602464,162000,Sachsen Guss GmbH,4503656482.0,23.05.2024,24814.83,18.06.2024,04.06.2024,6.2024,22.07.2024,-4,-34,False,30,60,0,TKAW,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
178,0504434853,48534911,,debit,85,,55483763,P01 2024.05.30.,611,602464,602464,162000,Sachsen Guss GmbH,4503706129.0,29.05.2024,14902.72,26.06.2024,04.06.2024,6.2024,28.07.2024,-2,-32,False,30,60,0,TKAW,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
180,0504434934,48535245,,debit,85,,55483763,P01 2024.06.04.,611,602464,602464,162000,Sachsen Guss GmbH,4503704001.0,31.05.2024,22223.45,26.06.2024,05.06.2024,6.2024,30.07.2024,-4,-34,False,30,60,0,TKAW,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
181,0504434933,48535409,,debit,85,,55483763,P01 2024.06.04.,611,602464,602464,162000,Sachsen Guss GmbH,4503698690.0,31.05.2024,5154.33,26.06.2024,06.06.2024,6.2024,30.07.2024,-4,-34,False,30,60,0,TKAW,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
183,24274076,48534834,,debit,85,,55483234,P02 2024.05.29,611,602532,602532,162000,Keller Lufttechnik GmbH + Co,4503728408.0,27.05.2024,3973.41,05.06.2024,03.06.2024,6.2024,10.06.2024,-5,-5,True,14,0,0,TKAW,NO,5,True,PO,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,PO Invoices
184,945069483,48534614,,debit,85,,55483326,M13 2024.05.29.,611,602683,602683,162000,CompAir Drucklufttechnik,4503669118.0,29.05.2024,2182.7,12.06.2024,29.05.2024,5.2024,12.06.2024,0,0,True,14,0,0,TKAW,NO,0,True,PO,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,PO Invoices
185,18DE04800005643,370208535,,debit,85,,55483235,F01 2024.04.26.,611,602736,602736,162000,DTG Verpackungslogistik GmbH,,23.04.2024,1364.88,05.06.2024,29.04.2024,4.2024,07.06.2024,-2,-2,True,45,0,0,TKAW,NO,2,True,FI,45,innerhalb von 45 Tagen ohne Abzug,30-60 d,FI Invoices
186,18DE04800005689,370208597,,debit,85,,55483327,F01 2024.05.02.,611,602736,602736,162000,DTG Verpackungslogistik GmbH,,30.04.2024,1364.88,12.06.2024,02.05.2024,5.2024,14.06.2024,-2,-2,True,45,0,0,TKAW,NO,2,True,FI,45,innerhalb von 45 Tagen ohne Abzug,30-60 d,FI Invoices
191,12750666,48532477,,debit,85,,55483328,P01 2024.03.30.,611,602819,602819,162000,Sonepar Deutschland,4503714196.0,28.03.2024,68.78,12.06.2024,02.05.2024,5.2024,27.05.2024,46,16,False,30,60,0,TKAW,NO,-16,False,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
